"","Region","Price","Year","Manufacturer","Model","Condition","Cylinders","Fuel","Odometer","Transmission","Drive","Size","Type","Paint_color","State","Lat","Long","JDM"
"7172","Appleton-Oshkosh-Fdl",14990,2008,"GMC","Sierra 2500hd","Excellent","8 cylinders","Diesel",282511,"Automatic","4WD","Full-Size","Pickup","Blue","WI",44.1951,-88.5438,"Non-JDM"
"7173","Albuquerque",6495,2010,"Subaru","Legacy","Excellent","4 cylinders","Gas",162000,"Automatic","4WD","Compact","Sedan",NA,"NM",35.23,-106.678,"JDM"
"7174","Boston",6900,2010,"Subaru","Impreza Premium","Excellent","4 cylinders","Gas",114454,"Automatic","4WD",NA,NA,NA,"MA",42.8302,-71.2544,"JDM"
"7175","Worcester / Central Ma",7995,2011,"Buick","Enclave Cxl","Like new",NA,"Gas",183,"Automatic","4WD",NA,NA,NA,"MA",42.8868,-71.1486,"Non-JDM"
"7176","Missoula",15995,2015,"Nissan","Nv1500 Cargo",NA,"6 cylinders","Gas",176630,"Automatic","RWD",NA,"Other","Custom","MT",30.1237,-95.2686,"JDM"
"7177","Lansing",15450,2017,"Ford","Taurus","Excellent","6 cylinders","Gas",41061,"Automatic","FWD","Full-Size","Sedan","Silver","MI",42.6439,-84.0733,"Non-JDM"
"7178","San Luis Obispo",21995,2017,"Honda","Civic Sedan",NA,"4 cylinders","Gas",46780,"Automatic","FWD",NA,"Sedan","White","CA",35.6166,-120.691,"JDM"
"7179","Las Vegas",19751,2017,"Chrysler","Pacifica",NA,"6 cylinders","Gas",46344,"Automatic","FWD",NA,"Van","Custom","NV",36.055,-115.029,"Non-JDM"
"7180","Dayton / Springfield",1200,2002,"Ford","Taurus Ses","Good","6 cylinders","Gas",178000,"Automatic","FWD","Full-Size","Sedan","Custom","OH",39.6651,-84.2401,"Non-JDM"
"7181","Colorado Springs",45000,2018,"GMC","Sierra 1500","Excellent","8 cylinders","Gas",39000,"Automatic","4WD","Full-Size","Truck","Grey","CO",38.9541,-104.547,"Non-JDM"
"7182","Harrisburg",4500,2008,"Ford","Focus Ses","Excellent",NA,"Gas",152000,"Automatic",NA,"Full-Size","Sedan","Black","PA",40.2638,-76.6545,"Non-JDM"
"7183","Bellingham",15999,2013,"BMW","X5 Xdrive35i Sport Activity",NA,"6 cylinders","Gas",83586,"Automatic","4WD",NA,"Suv",NA,"WA",48.755,-122.466,"Non-JDM"
"7184","East Idaho",10995,2008,"Chevrolet","3500hd 4x4","Good","8 cylinders","Gas",125670,"Automatic","4WD","Full-Size","Truck","Blue","ID",42.9251,-112.466,"Non-JDM"
"7185","San Angelo",3900,2004,"Chevrolet","Trailblazer Ext","Fair","6 cylinders","Gas",115000,"Automatic","RWD","Full-Size","Suv","Red","TX",31.4205,-100.467,"Non-JDM"
"7186","Columbus",4500,2007,"Hyundai","Elantra","Good","4 cylinders","Gas",97756,"Manual",NA,"Full-Size","Coupe","Silver","OH",39.7187,-82.6031,"Non-JDM"
"7187","Baltimore",20788,2017,"Honda","Accord",NA,"6 cylinders","Gas",42972,"Automatic","FWD",NA,"Coupe","Black","MD",39.3136,-76.464,"JDM"
"7188","Lansing",44900,2017,"Ford","F350 Xl Reg Cab 4x4 Diesel","Excellent","8 cylinders","Diesel",12935,"Automatic","4WD","Full-Size","Pickup","White","MI",41.8276,-83.8773,"Non-JDM"
"7189","Santa Barbara",20990,2014,"Lexus","Es 300h Sedan 4d","Good",NA,"Hybrid",62922,"Other","FWD",NA,"Sedan","White","CA",33.7792,-84.4118,"JDM"
"7190","Eugene",15995,2009,"Jeep","Wrangler X","Like new","6 cylinders","Gas",109122,"Automatic","4WD",NA,"Suv","Black","OR",44.046,-122.996,"Non-JDM"
"7191","Fort Wayne",7200,2008,"BMW","5 Series","Excellent",NA,"Gas",137500,"Automatic","4WD",NA,"Sedan",NA,"IN",41.1467,-85.4736,"Non-JDM"
"7192","Austin",4200,2005,"Mazda","Mazda3 2.3","Excellent",NA,"Gas",143000,"Automatic",NA,NA,NA,NA,"TX",30.3764,-97.7078,"JDM"
"7193","Santa Barbara",8900,2011,"Audi","Q5","Excellent","6 cylinders","Gas",160000,"Automatic",NA,NA,NA,NA,"CA",34.4296,-119.861,"Non-JDM"
"7194","Rhode Island",16990,2017,"Buick","Encore Preferred Ii Sport","Good",NA,"Gas",18270,"Automatic","FWD",NA,"Suv","Brown","RI",41.73,-71.31,"Non-JDM"
"7195","Cedar Rapids",16000,2015,"Dodge","Durango","Excellent","6 cylinders","Gas",120000,"Automatic","4WD",NA,"Suv","Silver","IA",42.0493,-91.7263,"Non-JDM"
"7196","Austin",26849,2017,"Infiniti","Qx50","Excellent",NA,"Gas",27310,"Automatic","4WD",NA,"Suv",NA,"TX",30.5005,-97.8153,"JDM"
"7197","Holland",3400,2003,"Chrysler","Pt Cruiser Gt","Excellent","4 cylinders","Gas",119000,"Automatic","FWD","Compact",NA,"Red","MI",42.788,-86.109,"Non-JDM"
"7198","Kansas City, Mo",1800,2006,"Subaru","Forrester","Good","4 cylinders","Gas",204500,"Automatic","FWD","Mid-Size","Wagon","Black","KS",38.8714,-94.5395,"JDM"
"7199","New Haven",8795,2012,"Ford","Taurus",NA,"6 cylinders","Gas",81800,"Automatic","FWD",NA,"Sedan",NA,"CT",41.5121,-73.0218,"Non-JDM"
"7200","Akron / Canton",4900,2010,"Nissan","Rogue Sl Awd","Excellent","4 cylinders","Gas",153000,"Automatic","4WD",NA,"Suv","Grey","OH",41.3955,-81.6977,"JDM"
"7201","Albany",7200,2007,"Honda","Odyssey Ex-L W/ Dvd/Nav","Excellent","6 cylinders","Gas",143000,"Automatic","FWD","Mid-Size","Mini-Van","Red","NY",42.6158,-73.8373,"JDM"
"7202","Des Moines",3400,2004,"Chrysler","Sebring Lx Sedan","Good","4 cylinders","Gas",143460,"Automatic","FWD",NA,"Sedan","Purple","IA",41.5673,-93.7031,"Non-JDM"
"7203","Oregon Coast",7995,2010,"Chevrolet","Equinox",NA,NA,"Gas",146311,"Automatic","FWD",NA,"Suv",NA,"OR",45.5231,-122.579,"Non-JDM"
"7204","Eugene",10995,2012,"Toyota","Camry Le","Excellent","4 cylinders","Gas",98654,"Automatic","FWD","Full-Size","Sedan","Silver","OR",44.0481,-123.123,"JDM"
"7205","Orange County",2500,2008,"Mini","Cooper","Good","4 cylinders","Gas",153200,"Automatic","RWD","Compact","Hatchback","Custom","CA",33.8359,-117.909,"Non-JDM"
"7206","Boston",7900,2010,"Volvo","Xc70 Awd","Excellent","6 cylinders","Gas",149000,"Automatic","4WD",NA,"Wagon","Blue","MA",42.813,-70.8847,"Non-JDM"
"7207","Corvallis/Albany",8880,2008,"Hyundai","Santa Fe",NA,"6 cylinders","Gas",113790,"Automatic",NA,NA,"Suv","Grey","OR",44.6369,-123.075,"Non-JDM"
"7208","Pueblo",300,2003,"Nissan","Altima",NA,NA,"Gas",202999,"Automatic","FWD",NA,NA,"Green","CO",38.3003,-104.613,"JDM"
"7209","Madison",5000,2011,"Ford","Expedition",NA,NA,"Gas",345000,"Automatic",NA,NA,NA,NA,"WI",43.1832,-88.9838,"Non-JDM"
"7210","Columbia",6295,2013,"KIA","Optima",NA,NA,"Gas",215000,"Automatic",NA,NA,NA,NA,"SC",33.8632,-81.2351,"Non-JDM"
"7211","Maine",27995,2015,"Subaru","Wrx",NA,NA,"Gas",22335,"Manual",NA,"Compact","Sedan","Blue","ME",42.7562,-71.2103,"JDM"
"7212","Raleigh / Durham / Ch",6299,2013,"Chevrolet","Cruze","Excellent","4 cylinders","Gas",121999,"Automatic","FWD",NA,NA,"White","NC",35.8673,-78.5381,"Non-JDM"
"7213","Albuquerque",39583,2018,"Toyota","Tacoma",NA,NA,"Gas",11225,"Automatic","4WD",NA,"Truck","Red","NM",35.0044,-106.05,"JDM"
"7214","Mankato",13975,2010,"Ford","F-150",NA,NA,"Gas",113110,"Automatic","4WD",NA,NA,"Red","MN",44.1649,-93.9553,"Non-JDM"
"7215","Kennewick-Pasco-Richland",49999,2018,"Toyota","Tundra Sr5 Trd Off Road",NA,NA,"Gas",15676,"Automatic","4WD",NA,"Truck","Black","WA",46.2348,-119.128,"JDM"
"7216","Fresno / Madera",8950,2011,"KIA","Sorento","Good","4 cylinders","Gas",107000,"Automatic","FWD","Mid-Size","Suv","Silver","CA",36.9189,-119.801,"Non-JDM"
"7217","Mansfield",9999,2014,"Dodge","Grand Caravan","Excellent","6 cylinders","Gas",48000,"Automatic","FWD",NA,NA,NA,"OH",40.6824,-82.5286,"Non-JDM"
"7218","Washington, Dc",7999,2011,"Toyota","Sienna Le","Excellent","6 cylinders","Gas",145331,"Automatic","FWD","Full-Size","Mini-Van","Red","DC",38.2481,-77.4681,"JDM"
"7219","Grand Rapids",6995,2010,"Ford","Flex",NA,NA,"Gas",132279,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"7220","Ft Myers / Sw Florida",8950,2012,"Volkswagen","Jetta Sportwagen","Excellent","5 cylinders","Gas",78100,"Manual",NA,NA,"Wagon","Black","FL",26.5228,-81.7065,"Non-JDM"
"7221","Boise",1788,1999,"Mercury","Sable",NA,"6 cylinders","Gas",115518,"Automatic","FWD","Mid-Size","Sedan","White","ID",43.6064,-116.243,"Non-JDM"
"7222","Wyoming",6200,2007,"Ford","Expedition Eddie Bauer","Good","8 cylinders","Gas",145000,"Automatic","4WD","Full-Size","Suv","Custom","WY",43.0351,-108.202,"Non-JDM"
"7223","New Haven",10500,2013,"KIA","Optima",NA,NA,"Gas",82628,"Automatic",NA,NA,"Sedan","White","CT",41.1977,-73.2081,"Non-JDM"
"7224","Missoula",38980,2015,"GMC","Yukon Xl Denali","Excellent","8 cylinders","Gas",95640,"Automatic","4WD",NA,"Suv",NA,"MT",47.7177,-117.412,"Non-JDM"
"7225","Springfield",21765,2020,"Chevrolet","Trax",NA,NA,"Gas",5,"Automatic","FWD",NA,NA,NA,"MO",38.3826,-93.7734,"Non-JDM"
"7226","Waco",7000,2008,"Ford","Edge","Excellent","6 cylinders","Gas",100887,"Automatic","FWD","Mid-Size","Suv","Red","TX",31.5407,-97.1371,"Non-JDM"
"7227","Palm Springs",6500,2012,"Volkswagen","Jetta S","Excellent","4 cylinders","Gas",102000,"Automatic",NA,NA,"Sedan",NA,"CA",33.7439,-116.359,"Non-JDM"
"7228","Maine",7500,2010,"Chevrolet","Hhr Lt","Good","4 cylinders","Gas",37600,"Automatic","FWD",NA,"Hatchback","Silver","ME",43.0921,-70.7429,"Non-JDM"
"7229","Upper Peninsula",4995,2009,"Ford","Flex",NA,NA,"Gas",157836,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"7230","Birmingham",20999,2014,"Lexus","Is 350","Excellent","6 cylinders","Gas",90938,"Automatic","RWD","Compact","Sedan","Silver","AL",33.55,-86.8315,"JDM"
"7231","Battle Creek",9995,2015,"Chrysler","Town & Country",NA,NA,"Gas",79394,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"7232","Moses Lake",18999,2018,"Dodge","Grand Caravan Se Fwd Gas",NA,NA,"Gas",18067,"Automatic","FWD",NA,"Van","Black","WA",47.6561,-117.237,"Non-JDM"
"7233","Philadelphia",7950,2009,"Toyota","Camry",NA,NA,"Gas",112750,"Automatic",NA,NA,"Sedan",NA,"PA",40.263,-74.9555,"JDM"
"7234","Rochester",8995,2009,"Mercedes-benz","Benz C300 4matic",NA,NA,"Gas",117000,"Automatic","4WD",NA,NA,NA,"NY",43.2229,-77.8421,"Non-JDM"
"7235","Tulsa",12988,2014,"Chevrolet","Camaro","Like new",NA,"Gas",126000,"Automatic",NA,NA,NA,NA,"OK",35.199,-97.4841,"Non-JDM"
"7236","Philadelphia",29995,2018,"Ram","3500","Excellent","6 cylinders","Diesel",223969,"Automatic","4WD","Full-Size","Pickup","White","PA",40.0969,-75.03,"Non-JDM"
"7237","Orange County",12995,2014,"Ford","Escape","Excellent",NA,"Gas",82660,"Automatic",NA,NA,"Suv","Red","CA",33.8287,-117.912,"Non-JDM"
"7238","Eugene",7995,2012,"Nissan","Cube 1.8 S","Excellent","4 cylinders","Gas",77242,"Automatic","FWD",NA,"Suv","Silver","OR",44.046,-122.996,"JDM"
"7239","Albany",7995,2011,"Hyundai","Santa Fe","Excellent","6 cylinders","Gas",129410,"Automatic","4WD",NA,"Wagon","Blue","NY",43.2236,-77.3725,"Non-JDM"
"7240","Tulsa",37900,2020,"Cadillac","Xt4",NA,NA,"Gas",8499,"Automatic","FWD",NA,NA,"White","OK",35.6235,-95.966,"Non-JDM"
"7241","Williamsport",11495,2014,"KIA","Sorento Awd","Good",NA,"Gas",112700,"Automatic","4WD",NA,NA,NA,"PA",41.2252,-77.1578,"Non-JDM"
"7242","Milwaukee",13499,2016,"Nissan","Rogue","Excellent",NA,"Gas",60576,"Automatic","FWD",NA,"Suv",NA,"WI",42.3642,-87.8648,"JDM"
"7243","Bemidji",9995,2014,"Honda","Odyssey",NA,NA,"Gas",124000,"Automatic",NA,NA,"Van","Grey","MN",47.453,-94.8632,"JDM"
"7244","New Hampshire",45995,2020,"Ford","F-150",NA,NA,"Other",8170,NA,"4WD",NA,"Pickup","White","NH",42.7562,-71.2103,"Non-JDM"
"7245","Fargo / Moorhead",12950,2015,"Jeep","Cherokee Limited 4x4",NA,NA,"Gas",130844,"Automatic",NA,NA,NA,NA,"MN",44.8346,-91.5159,"Non-JDM"
"7246","Des Moines",10950,2014,"Chrysler","Town Country Touring","Excellent","6 cylinders","Gas",67000,"Automatic","FWD","Full-Size","Van","Blue","IA",41.2074,-96.0612,"Non-JDM"
"7247","Fayetteville",5950,2006,"KIA","Sedona",NA,"6 cylinders","Gas",178438,"Automatic","FWD",NA,"Other","Blue","NC",35.0743,-78.8836,"Non-JDM"
"7248","Stockton",10800,2013,"Audi","A4","Good","4 cylinders","Gas",89950,"Automatic","FWD","Full-Size","Sedan","Grey","CA",38.0315,-121.259,"Non-JDM"
"7249","Colorado Springs",3900,2006,"KIA","Sorento Ex",NA,NA,"Gas",146910,"Automatic",NA,NA,NA,NA,"CO",38.8152,-104.77,"Non-JDM"
"7250","Sarasota-Bradenton",8495,2006,"Ford","Expedition Xlt","Excellent","8 cylinders","Gas",138000,"Automatic","RWD","Full-Size","Suv","Black","FL",27.2866,-82.477,"Non-JDM"
"7251","Tampa Bay Area",10707,2015,"Nissan","Altima",NA,"4 cylinders","Gas",102718,"Automatic","FWD","Mid-Size","Sedan",NA,"FL",28.3008,-82.7085,"JDM"
"7252","East Oregon",49995,2017,"Ford","F-150",NA,"6 cylinders","Gas",31244,"Automatic","4WD",NA,"Truck","Black","OR",45.5098,-122.967,"Non-JDM"
"7253","Nashville",7693,2014,"Dodge","Journey",NA,NA,"Gas",163721,"Automatic",NA,NA,NA,NA,"TN",35.8424,-86.3915,"Non-JDM"
"7254","North Jersey",17795,2017,"Jeep","Compass",NA,"4 cylinders","Gas",27016,"Automatic","4WD",NA,"Suv","Silver","NJ",40.2635,-74.7187,"Non-JDM"
"7255","Ft Myers / Sw Florida",1800,2008,"Nissan","Altima","Fair",NA,"Gas",192826,"Automatic",NA,NA,"Sedan","Grey","FL",26.6246,-81.7473,"JDM"
"7256","Erie",13472,2015,"Subaru","Legacy",NA,NA,"Gas",64425,NA,NA,NA,"Other","White","PA",41.4283,-81.5274,"JDM"
"7257","Louisville",11995,2016,"Ford","Escape",NA,NA,"Gas",112497,"Automatic","4WD",NA,"Suv","Silver","KY",38.1968,-85.7505,"Non-JDM"
"7258","Nashville",40990,2019,"Honda","Ridgeline Rtl-E Pickup 4d","Good","6 cylinders","Gas",13048,"Other",NA,NA,"Pickup","Blue","TN",36.2,-86.32,"JDM"
"7259","Louisville",10750,2007,"Ford","Explorer Sport","Excellent","8 cylinders","Gas",97161,"Automatic","RWD",NA,"Sedan","Silver","KY",39.5505,-86.0771,"Non-JDM"
"7260","Wichita",45397,2019,"Ford","Expedition Max",NA,NA,"Gas",29251,"Automatic","4WD",NA,NA,"Black","KS",38.9909,-95.2334,"Non-JDM"
"7261","North Mississippi",9800,2007,"Ram","2500","Good","6 cylinders","Diesel",278500,"Automatic","RWD","Full-Size","Pickup","White","MS",34.6984,-89.8144,"Non-JDM"
"7262","Southwest Michigan",35995,2018,"Ford","F-150",NA,"6 cylinders","Gas",32902,"Automatic","4WD",NA,"Truck",NA,"MI",42.449,-85.6619,"Non-JDM"
"7263","Louisville",13995,2014,"Chrysler","300","Good","6 cylinders","Gas",129850,"Automatic","RWD",NA,"Sedan","White","KY",38.0411,-85.5526,"Non-JDM"
"7264","Birmingham",27988,2018,"Infiniti","Q50",NA,NA,"Gas",29933,"Automatic","RWD",NA,NA,"Black","AL",32.9229,-86.545,"JDM"
"7265","Yakima",37995,2018,"Chevrolet","Silverado 2500hd",NA,"8 cylinders","Gas",54468,"Automatic","4WD",NA,"Truck","White","WA",46.5532,-120.476,"Non-JDM"
"7266","Washington, Dc",5999,2011,"Subaru","Legacy 2.5i","Excellent","4 cylinders","Gas",128000,"Automatic","4WD","Full-Size","Sedan","Red","DC",38.7591,-77.4552,"JDM"
"7267","Lewiston / Clarkston",6680,2004,"Toyota","Highlander",NA,"4 cylinders","Gas",172018,"Automatic","FWD",NA,"Suv","Black","ID",47.6929,-117.412,"JDM"
"7268","Palm Springs",15970,2016,"Chevrolet","Traverse Lt","Excellent","6 cylinders","Gas",67458,"Automatic",NA,NA,"Suv",NA,"CA",33.7412,-116.357,"Non-JDM"
"7269","Flint",27500,2008,"Dodge","Dakota","Like new","8 cylinders","Gas",4400,"Automatic","RWD","Full-Size","Coupe","Orange","MI",43.0348,-83.5268,"Non-JDM"
"7270","Rhode Island",5000,2007,"Infiniti","G35x","Fair","6 cylinders","Gas",177000,"Automatic","4WD",NA,"Sedan","Blue","RI",41.8383,-71.4377,"JDM"
"7271","Saginaw-Midland-Baycity",22900,2005,"GMC","C4500","Good","8 cylinders","Diesel",161000,"Automatic","RWD",NA,NA,"Silver","MI",42.8511,-83.4512,"Non-JDM"
"7272","Rapid City / West Sd",27900,2004,"Ford","F-550 Reg Cab Service Utility Truck",NA,"8 cylinders","Diesel",63682,"Automatic","RWD",NA,NA,"White","SD",45.5277,-94.0915,"Non-JDM"
"7273","Tuscaloosa",40995,2018,"Ford","F-250 Sd King Ranch Crew Cab 4wd Lifted",NA,NA,NA,89375,"Automatic","4WD",NA,"Pickup","White","AL",33.972,-86.0531,"Non-JDM"
"7274","Mankato",2495,2005,"Chevrolet","Malibu Ls",NA,NA,"Gas",189249,"Automatic",NA,NA,NA,NA,"MN",44.3269,-94.4951,"Non-JDM"
"7275","Rhode Island",7000,2007,"Honda","Civic Ex","Good",NA,"Gas",109500,"Manual",NA,NA,"Coupe","Red","RI",41.9775,-71.3298,"JDM"
"7276","Redding",38995,2018,"Chevrolet","Silverado 1500","Excellent",NA,"Gas",50564,"Automatic","4WD",NA,"Pickup","White","CA",40.572,-122.367,"Non-JDM"
"7277","Klamath Falls",180,2015,"Honda","Accord",NA,"4 cylinders","Gas",41715,"Automatic","FWD",NA,"Sedan",NA,"OR",42.2033,-121.757,"JDM"
"7278","Binghamton",13995,2012,"Chevrolet","Express Cargo Van","Good","8 cylinders","Gas",79946,"Automatic","RWD","Mid-Size","Van","White","NY",43.217,-77.7556,"Non-JDM"
"7279","Saginaw-Midland-Baycity",4900,2007,"Pontiac","G6",NA,NA,"Gas",142000,"Automatic",NA,NA,NA,NA,"MI",42.9282,-83.6264,"Non-JDM"
"7280","Greenville / Upstate",2300,2006,"Volkswagen","New Beetle","Excellent","4 cylinders","Gas",127830,"Manual","FWD","Compact","Sedan","Silver","SC",34.8883,-82.4161,"Non-JDM"
"7281","New York City",2999,2006,"Volkswagen","Passat",NA,"4 cylinders","Gas",109000,"Automatic","FWD",NA,NA,"Silver","NY",40.5518,-74.1526,"Non-JDM"
"7282","Washington, Dc",29450,2015,"BMW","640i",NA,NA,"Gas",44319,"Automatic",NA,"Compact","Coupe","Silver","DC",38.5707,-77.3185,"Non-JDM"
"7283","Pensacola",12900,2009,"Chevrolet","Suburban Ltz","Excellent",NA,"Gas",170549,"Automatic",NA,NA,NA,NA,"FL",30.3929,-87.0486,"Non-JDM"
"7284","Indianapolis",9950,2013,"Jeep","Patriot","Good","4 cylinders","Gas",123993,"Automatic","4WD",NA,"Wagon","White","IN",38.6926,-82.8577,"Non-JDM"
"7285","Detroit Metro",23995,2018,"Chevrolet","Equinox","Excellent","4 cylinders","Gas",21985,"Automatic","4WD","Mid-Size","Suv","Grey","MI",42.5914,-83.031,"Non-JDM"
"7286","Holland",5900,2007,"Dodge","Nitro Slt","Excellent","6 cylinders","Gas",151300,"Automatic","4WD",NA,NA,"Red","MI",42.8049,-86.0714,"Non-JDM"
"7287","Baltimore",8599,2015,"Nissan","Sentra",NA,"4 cylinders","Gas",51672,"Automatic","FWD",NA,"Sedan",NA,"MD",39.3543,-76.6991,"JDM"
"7288","Imperial County",14500,2007,"Dodge","Sprinter 3500 Hightop","Excellent","6 cylinders","Diesel",188362,"Automatic","RWD",NA,"Truck","White","CA",33.9163,-118.297,"Non-JDM"
"7289","Mcallen / Edinburg",465,2019,"Dodge","Challenger Gt Coupe 2d","Like new","6 cylinders","Gas",28000,"Automatic","RWD",NA,NA,"Purple","TX",26.1923,-98.2438,"Non-JDM"
"7290","Rhode Island",35888,2015,"Chevrolet","Silverado",NA,NA,"Gas",88382,"Automatic","4WD",NA,"Pickup",NA,"RI",43.0663,-71.447,"Non-JDM"
"7291","Orlando",18600,2018,"Chevrolet","Equinox",NA,NA,"Gas",68811,"Automatic","FWD",NA,"Suv","White","FL",28.329,-81.4042,"Non-JDM"
"7292","Fresno / Madera",29990,2019,"Honda","Cr-V Ex-L Sport Utility 4d","Good",NA,"Gas",12172,"Automatic",NA,NA,"Other","Black","CA",33.7792,-84.4118,"JDM"
"7293","Humboldt County",10995,2015,"Volkswagen","Jetta","Excellent","4 cylinders","Gas",72500,"Automatic","FWD",NA,"Sedan","Silver","CA",40.5918,-124.147,"Non-JDM"
"7294","Austin",8000,1996,"Ford","F150 4x4","Good","8 cylinders","Gas",175970,"Automatic","4WD","Full-Size",NA,"Grey","TX",30.1743,-97.8225,"Non-JDM"
"7295","Eugene",11995,2016,"Dodge","Grand Cravan Sxt","Excellent","6 cylinders","Gas",84806,"Automatic","FWD","Full-Size","Mini-Van","Black","OR",44.0666,-123.139,"Non-JDM"
"7296","Corvallis/Albany",21995,2011,"Chevrolet","Silverado 1500","Excellent",NA,"Gas",122750,"Automatic","4WD",NA,"Pickup","Black","OR",44.9235,-123.031,"Non-JDM"
"7297","Colorado Springs",21399,2018,"GMC","Terrain",NA,"4 cylinders","Gas",65738,"Automatic","4WD","Mid-Size","Suv","White","CO",39.6107,-104.949,"Non-JDM"
"7298","Vermont",14500,2013,"GMC","Acadia","Excellent","6 cylinders","Gas",91000,"Automatic","4WD",NA,"Suv","Blue","VT",42.769,-71.4121,"Non-JDM"
"7299","St Louis, Mo",12995,2016,"Chevrolet","Equinox Ls","Like new","4 cylinders","Gas",57000,"Automatic","FWD",NA,"Suv",NA,"IL",38.6086,-90.3046,"Non-JDM"
"7300","Huntsville / Decatur",21750,2016,"Lexus","Is200t","Good","4 cylinders","Gas",64097,"Automatic",NA,NA,NA,"White","AL",34.4482,-86.9242,"JDM"
"7301","Shreveport",13500,2015,"Dodge","Durango Slt","Good","6 cylinders","Gas",166000,"Automatic","FWD",NA,"Suv","Black","LA",32.3912,-93.7116,"Non-JDM"
"7302","Orange County",31988,2014,"Jeep","Wrangler Unlimi",NA,NA,"Gas",55225,"Manual",NA,NA,"Other","Black","CA",33.7736,-117.984,"Non-JDM"
"7303","Duluth / Superior",6488,2010,"Honda","Insight","Excellent","4 cylinders","Hybrid",114460,"Automatic","FWD",NA,"Hatchback",NA,"MN",45.1212,-92.6933,"JDM"
"7304","Roanoke",15990,2016,"Jeep","Cherokee Limited Sport","Good",NA,"Gas",82407,"Other","4WD",NA,"Suv","Blue","VA",33.7792,-84.4118,"Non-JDM"
"7305","Inland Empire",38887,2017,"Chevrolet","Tahoe",NA,NA,"Gas",20151,"Automatic","RWD",NA,"Suv","Blue","CA",34.1346,-117.305,"Non-JDM"
"7306","Space Coast",24999,2016,"Dodge","Charger","Excellent",NA,"Gas",69813,"Other",NA,NA,"Sedan","Grey","FL",28.4661,-81.3964,"Non-JDM"
"7307","Hartford",24995,2013,"Audi","S6 Prestige","Excellent","8 cylinders","Gas",91386,"Automatic","4WD","Full-Size","Sedan","Black","CT",41.9099,-72.6029,"Non-JDM"
"7308","Stockton",19988,2016,"Dodge","Challenger",NA,NA,NA,42686,NA,NA,NA,NA,NA,"CA",38.0189,-121.276,"Non-JDM"
"7309","Mankato",30500,2017,"Ford","Explorer",NA,"6 cylinders","Gas",35918,"Other","4WD",NA,"Suv",NA,"MN",43.6518,-94.4529,"Non-JDM"
"7310","Sarasota-Bradenton",12991,2013,"Jeep","Grand Cherokee",NA,"8 cylinders","Gas",127700,"Automatic","RWD","Mid-Size","Suv","Custom","FL",27.4387,-82.5797,"Non-JDM"
"7311","Lancaster",4950,1999,"Honda","Accord","Excellent",NA,"Gas",123416,"Automatic","FWD",NA,"Coupe","Black","PA",40.0218,-76.5457,"JDM"
"7312","Lehigh Valley",5795,2010,"Toyota","Camry Le","Good","4 cylinders","Gas",154000,"Automatic","FWD",NA,"Sedan","White","PA",40.6265,-75.4265,"JDM"
"7313","Pittsburgh",5995,2008,"Ford","F250 Super Duty","Good","8 cylinders","Gas",202000,"Automatic","4WD",NA,NA,"Silver","PA",40.8125,-80.2073,"Non-JDM"
"7314","Des Moines",8995,2009,"Cadillac","Sts","Excellent","8 cylinders","Gas",80535,"Automatic","RWD",NA,"Sedan",NA,"IA",41.601,-93.5813,"Non-JDM"
"7315","Syracuse",10400,2014,"Chevrolet","Express G4500","Excellent","8 cylinders","Gas",183000,"Automatic",NA,NA,NA,NA,"NY",43.2052,-77.4838,"Non-JDM"
"7316","San Diego",6800,2012,"Dodge","Journey","Excellent","6 cylinders","Gas",128,"Automatic",NA,NA,"Suv","Black","CA",32.7972,-117.171,"Non-JDM"
"7317","Indianapolis",38500,2006,"Ford","F 650",NA,NA,"Diesel",65000,"Automatic",NA,NA,NA,NA,"IN",39.6682,-86.4959,"Non-JDM"
"7318","Maine",45990,2016,"Ford","F-250",NA,NA,"Other",94670,"Automatic","4WD",NA,"Pickup","White","ME",42.835,-71.1078,"Non-JDM"
